,edge_type,pwi,segments_1,segments_2,segments_3,segments_4,segments_5,segments_6,segments_7,segments_8,sink,source,weight,weight_ct
16586,full_complement,7.994376,0.998691,0.999565,0.999075,0.999418,0.999343,0.999302,0.998982,1.0,A/California/UR06-0565/2007,A/Illinois/UR06-0334/2007,1.0,1
16587,full_complement,7.994754,0.999566,0.997817,0.999084,1.0,1.0,0.999302,0.998985,1.0,A/Illinois/UR06-0402/2007,A/Illinois/UR06-0334/2007,1.0,1
16588,full_complement,7.705226,0.958642,0.963557,0.958786,0.973147,0.955556,0.973593,0.980905,0.94104,A/mallard/California/2563V/2011,A/northern pintail/Alberta/265/2007,1.0,1
16589,full_complement,7.718544,0.9068350000000001,0.962435,0.950046,0.985406,0.973907,0.992286,0.986935,0.960694,A/environment/California/7871/2008,A/northern pintail/Alberta/265/2007,1.0,1
16590,full_complement,7.719015999999999,0.909447,0.961388,0.951993,0.985406,0.973907,0.990251,0.98593,0.960694,A/environment/California/7836/2008,A/northern pintail/Alberta/265/2007,1.0,1
16591,full_complement,7.735281000000001,0.981715,0.9639759999999999,0.957428,0.974269,0.955556,0.976372,0.984925,0.94104,A/mallard/California/2533V/2011,A/northern pintail/Alberta/265/2007,1.0,1
16592,full_complement,7.735404,0.981715,0.964054,0.957428,0.974314,0.955556,0.976372,0.984925,0.94104,A/mallard/California/2525P/2011,A/northern pintail/Alberta/265/2007,1.0,1
16593,reassortant,7.815317,,,,0.987157,0.97456,,0.986935,,A/blue-winged teal/Alberta/346/2007,A/northern pintail/Alberta/265/2007,0.5,1
16594,full_complement,7.775804,0.963866,0.962435,0.9501809999999999,0.986573,0.971298,0.991661,0.98794,0.96185,A/environment/California/7810/2008,A/northern pintail/Alberta/265/2007,1.0,1
16595,full_complement,7.718408999999999,0.909447,0.961572,0.951993,0.984822,0.973907,0.992356,0.98593,0.958382,A/mallard/California/7766/2008,A/northern pintail/Alberta/265/2007,1.0,1
16596,full_complement,7.973033999999999,0.999567,0.998702,0.994982,0.993068,0.996751,0.995132,0.995996,0.998836,A/TayNguyen/HCM955/2007,A/Malaysia/1773914/2007,1.0,1
16597,full_complement,7.980867,0.998701,0.997829,0.99635,0.996534,0.997398,0.997216,0.997998,0.998841,A/HaNoi/Q499/2007,A/Malaysia/1773914/2007,1.0,1
16598,full_complement,7.982028000000001,0.998701,0.998702,0.998631,0.994223,0.999349,0.997912,0.997998,0.996512,A/Malaysia/1912346/2007,A/Malaysia/1773914/2007,1.0,1
16599,full_complement,7.994137,0.998701,0.999135,0.999544,0.998845,1.0,0.997912,1.0,1.0,A/Malaysia/1781328/2007,A/Malaysia/1773914/2007,1.0,1
16600,full_complement,7.9816780000000005,0.998701,0.998269,0.997719,0.995378,0.997398,0.997216,0.996997,1.0,A/LangSon/LS218/2007,A/Malaysia/1773914/2007,1.0,1
16601,full_complement,7.98055,0.998701,0.997836,0.99635,0.997111,0.998048,0.995825,0.998999,0.99768,A/HaNoi/Q430/2007,A/Malaysia/1773914/2007,1.0,1
16602,full_complement,7.982024,0.998701,0.998702,0.998626,0.994223,0.99935,0.997912,0.997998,0.996512,A/Malaysia/1912341/2007,A/Malaysia/1773914/2007,1.0,1
16603,full_complement,7.995009,1.0,0.999135,1.0,0.998267,1.0,0.998608,0.998999,1.0,A/Malaysia/1777545/2007,A/Malaysia/1773914/2007,1.0,1
16604,full_complement,7.980336,0.997403,0.997836,0.999088,0.993645,0.998699,0.995825,0.998999,0.998841,A/Malaysia/1959864/2008,A/Malaysia/1773914/2007,1.0,1
16605,full_complement,7.988373000000001,1.0,0.999566,0.995892,0.99826,0.995364,0.999291,1.0,1.0,A/Singapore/25Z/2007,A/Malaysia/1773914/2007,1.0,1
16606,full_complement,7.976776000000001,0.995238,0.998269,0.998175,0.995378,0.996751,0.995129,0.998999,0.998837,A/HaNoi/Q545/2007,A/Malaysia/1773914/2007,1.0,1
16607,reassortant,7.72386,0.953539,,0.970046,0.973318,,,0.974052,,A/ruddy turnstone/Delaware Bay/150/1994,A/blue winged teal/LA/B228/1986,0.5,1
16608,reassortant,7.725182,0.958315,,,0.975058,0.957115,,0.973054,,A/ruddy turnstone/Delaware Bay/153/1994,A/blue winged teal/LA/B228/1986,0.5,1
16609,reassortant,7.723715,0.957881,,,0.974478,0.957115,,0.973054,,A/ruddy turnstone/Delaware Bay/172/1994,A/blue winged teal/LA/B228/1986,0.5,1
16610,full_complement,7.986631,0.998251,0.99869,0.997709,0.997706,0.998031,0.998597,1.0,0.997647,A/turkey/Arkansas/7791-1/2015,A/turkey/Washington/61-22/2014,1.0,1
16611,full_complement,7.991283999999999,0.998251,1.0,0.999083,0.997706,1.0,0.998597,1.0,0.997647,A/chicken/Oregon/A01819044/2015,A/turkey/Washington/61-22/2014,1.0,1
16612,full_complement,7.989496999999999,0.997376,0.999563,0.998625,0.997706,0.999344,0.997896,0.998987,1.0,A/turkey/Minnesota/7172-1/2015,A/turkey/Washington/61-22/2014,1.0,1
16613,full_complement,7.994242,0.998701,0.999134,1.0,0.999424,0.998699,0.999291,0.998993,1.0,A/Houston/JMM_130/2013,A/Boston/DOA2-173/2013,1.0,1
16614,full_complement,7.989129,0.999567,0.998701,0.998631,0.999424,0.998699,0.998582,0.998993,0.996532,A/Houston/JMM_157/2013,A/Boston/DOA2-173/2013,1.0,1
16615,full_complement,7.9895190000000005,0.999123,1.0,1.0,0.996575,1.0,0.999291,0.997998,0.996532,A/Santiago/p20d0/2013,A/Santiago/p13d2/2013,1.0,1
16616,reassortant,7.919501,,0.977979,,,,,0.994012,0.995376,A/laughing gull/NJ/276/1989,A/ruddy turnstone/Delaware Bay/2795/1987,0.5,1
16617,full_complement,7.994235,0.998684,0.99912,0.999535,1.0,0.999332,0.998582,0.998982,1.0,A/Singapore/DMS737/2009,A/Singapore/GP1182/2009,1.0,1
16618,full_complement,7.996462,1.0,0.99956,0.999535,0.999412,0.998664,0.999291,1.0,1.0,A/Singapore/DMS665/2009,A/Singapore/GP1182/2009,1.0,1
16619,full_complement,7.995258000000001,0.999563,1.0,0.998191,1.0,1.0,0.998628,1.0,0.998876,A/Singapore/ON1760/2009,A/Singapore/GP1182/2009,1.0,1
16620,full_complement,7.996720000000001,1.0,1.0,0.998605,0.998824,1.0,0.999291,1.0,1.0,A/Singapore/DMS24/2009,A/Singapore/GP1182/2009,1.0,1
16621,full_complement,7.9934199999999995,0.999561,0.998681,0.999535,0.997061,1.0,0.998582,1.0,1.0,A/Singapore/DMS847/2009,A/Singapore/GP1182/2009,1.0,1
16622,full_complement,7.994401999999999,0.999566,0.999136,0.998641,0.998238,1.0,1.0,1.0,0.998821,A/mallard/Interior Alaska/9BM3205R0/2009,A/mallard/Interior Alaska/9BM2783R0/2009,1.0,1
16623,reassortant,7.789356,,0.958892,0.986854,0.991856,,,,0.979118,A/duck/Vietnam/LBM559/2013,A/duck/Quang Ninh/14/2013,0.5,1
16624,reassortant,7.791909,0.982135,0.971849,0.986818,0.987762,,,0.975806,,A/duck/Quang Ninh/90c112/2013,A/duck/Quang Ninh/14/2013,0.5,1
16625,reassortant,7.807634,0.966219,0.960623,,,0.987606,0.986014,0.985816,0.974269,A/duck/Vietnam/LBM439/2013,A/duck/Quang Ninh/14/2013,0.5,1
16626,full_complement,7.977078,0.997011,0.9974,0.994061,0.997706,0.994819,0.9993,0.998991,0.99779,A/chicken/Israel/330/2008,A/chicken/Israel/951/2007,1.0,1
16627,full_complement,7.858340999999999,0.980359,0.978336,0.983097,0.971904,0.985104,0.985294,0.991927,0.98232,A/chicken/Israel/54/2008,A/chicken/Israel/951/2007,1.0,1
16628,reassortant,7.613664999999999,,,,,,,,0.962573,A/quail/Bangladesh/907/2009,A/chicken/Israel/951/2007,0.125,1
16629,full_complement,7.881095999999999,0.991228,0.987687,0.985588,0.985329,0.981296,0.967407,0.995927,0.986634,A/Jiangsu/1/2007,A/China/GD01/2006,1.0,1
16630,full_complement,7.879881,0.991228,0.987687,0.985588,0.985329,0.981296,0.967407,0.995927,0.985419,A/Jiangsu/2/2007,A/China/GD01/2006,1.0,1
16631,full_complement,7.906951000000001,0.989035,0.990765,0.984193,0.984742,0.98664,0.985926,0.997079,0.988571,A/duck/Hunan/3315/2006,A/China/GD01/2006,1.0,1
16632,full_complement,7.943159,1.0,1.0,0.998605,1.0,0.944554,1.0,1.0,1.0,A/swine/Korea/CY03-13/2012,A/swine/Korea/CY02-07/2012,1.0,1
16633,full_complement,7.9801590000000004,0.997395,0.999566,0.997236,0.9971,0.997375,0.997905,0.995935,0.997647,A/Queensland/52/2005,A/Hong Kong/NHRC0001/2005,1.0,1
16634,full_complement,7.987318999999999,0.99697,0.998702,0.998631,0.997689,0.99935,0.999304,0.998999,0.997674,A/HaNoi/Q427/2005,A/Hong Kong/NHRC0001/2005,1.0,1
16635,full_complement,7.988381999999999,0.999563,0.998253,0.999083,0.997133,0.999344,0.997195,0.998987,0.998824,A/chicken/Iowa/13542-2/2015,A/turkey/Minnesota/9845-4/2015,1.0,1
16636,full_complement,7.993577,0.999125,0.99869,0.998167,0.999427,0.999344,1.0,1.0,0.998824,A/turkey/Iowa/11762-1/2015,A/turkey/Minnesota/9845-4/2015,1.0,1
16637,full_complement,7.992826,0.999125,0.998253,0.999083,0.998853,0.998688,1.0,1.0,0.998824,A/turkey/Minnesota/9892-2/2015,A/turkey/Minnesota/9845-4/2015,1.0,1
16638,full_complement,7.986318999999999,0.999563,0.998253,0.998167,0.995986,0.999344,0.997195,0.998987,0.998824,A/turkey/Iowa/13541-1/2015,A/turkey/Minnesota/9845-4/2015,1.0,1
16639,full_complement,7.910842000000001,0.986842,0.9885660000000001,0.986518,0.984127,0.991316,0.983688,0.996945,0.99284,A/swine/Italy/225349-4/2012,A/Ankara/WRAIR1435T/2009,1.0,1
16640,full_complement,7.978428999999999,0.997399,0.997396,0.998174,0.996405,0.999346,0.994236,0.998982,0.996491,A/chicken/New York/29047-4/2006,A/pheasant/New York/143646-4/2005,0.5,1
16641,full_complement,7.978433,0.997833,0.996962,0.998174,0.996405,0.999346,0.994232,0.99899,0.996491,A/environment/New York/29047-2/2006,A/pheasant/New York/143646-4/2005,0.5,1
16642,full_complement,7.981813,0.997833,0.998698,0.999087,0.997603,0.999346,0.994942,0.998982,0.995322,A/environment/New York/3185-3/2006,A/pheasant/New York/143646-4/2005,0.5,1
16643,full_complement,7.977528,0.997399,0.996962,0.997717,0.996405,0.999346,0.994224,0.998984,0.996491,A/environment/New York/29047-1/2006,A/pheasant/New York/143646-4/2005,0.5,1
16644,full_complement,7.982479,0.997833,0.998698,0.999087,0.996405,0.998693,0.994953,0.99798,0.99883,A/environment/New York/3185-1/2006,A/pheasant/New York/143646-4/2005,1.0,1
16645,full_complement,7.981493000000001,0.995627,0.998249,0.998625,0.997001,0.997375,0.997828,0.997963,0.998825,A/chicken/New York/19499/2005,A/pheasant/New York/143646-4/2005,0.5,1
16646,reassortant,7.793422,,,0.968536,,0.984967,,0.984848,0.9578949999999999,A/environment/Maryland/267/2006,A/ruddy turnstone/Delaware/650635/2002,0.5,1
16647,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Texas/JMS384/2009,A/Texas/JMS377/2009,1.0,1
16648,full_complement,7.780721999999999,0.965789,0.972735,0.982334,0.964349,0.969272,0.972163,0.97556,0.97852,A/chicken/Shenzhen/354/2013,A/chicken/Jiangsu/YZ0657/2012,1.0,1
16649,full_complement,7.778741,0.9622809999999999,0.958223,0.990237,0.9679139999999999,0.973948,0.970021,0.977597,0.97852,A/chicken/Shenzhen/1098/2013,A/chicken/Jiangsu/YZ0657/2012,1.0,1
16650,full_complement,7.974283000000001,0.996543,0.995682,0.995924,0.994828,0.997403,0.997213,0.999002,0.997688,A/mallard/Alberta/31/1994,A/mallard/Alberta/72/1993,1.0,1
16651,full_complement,7.930412,0.994382,0.993955,0.993659,0.994828,0.997403,0.994425,0.964072,0.997688,A/pintail/Alberta/114/1995,A/mallard/Alberta/72/1993,1.0,1
16652,full_complement,7.997984,1.0,0.999136,0.999547,1.0,1.0,0.999301,1.0,1.0,A/California/VRDL224/2009,A/California/VRDL369/2009,1.0,1
16653,full_complement,7.998416,1.0,0.999568,0.999547,1.0,1.0,0.999301,1.0,1.0,A/California/VRDL192/2009,A/California/VRDL369/2009,1.0,1
16654,full_complement,7.999547,1.0,1.0,0.999547,1.0,1.0,1.0,1.0,1.0,A/California/VRDL311/2009,A/California/VRDL369/2009,1.0,1
16655,reassortant,7.815994,,0.980511,0.966938,,0.994805,,,,A/mallard/Alberta/162/2007,A/mallard/Washington/44242-288/2006,0.5,1
16656,reassortant,7.852083,0.969723,,0.969656,,0.991558,,0.993014,0.991908,A/northern shoveler/California/HKWF1026/2007,A/mallard/Washington/44242-288/2006,0.5,1
16657,full_complement,7.995966,1.0,1.0,0.99907,1.0,0.999332,0.998582,0.998982,1.0,A/England/209/2009,A/Mexico/4604/2009,1.0,1
16658,full_complement,7.993191,0.998684,0.99956,0.99907,1.0,0.999332,0.998582,0.997963,1.0,A/Michigan/02/2009,A/Mexico/4604/2009,1.0,1
16659,full_complement,7.995966,1.0,1.0,0.99907,1.0,0.999332,0.998582,0.998982,1.0,A/England/205/2009,A/Mexico/4604/2009,1.0,1
16660,full_complement,7.992998,0.999561,0.99956,0.999535,0.998824,0.998664,0.997872,0.998982,1.0,A/Iowa/04/2009,A/Mexico/4604/2009,1.0,1
16661,full_complement,7.995966,1.0,1.0,0.99907,1.0,0.999332,0.998582,0.998982,1.0,A/England/XFL00071/2009,A/Mexico/4604/2009,1.0,1
16662,full_complement,7.9963679999999995,0.999123,0.99956,1.0,0.999412,1.0,0.999291,0.998982,1.0,A/swine/Ohio/10SW121/2010,A/swine/Ohio/10SW130/2010,1.0,1
16663,full_complement,7.997361000000001,0.999123,1.0,0.999535,0.999412,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW136/2010,A/swine/Ohio/10SW130/2010,1.0,1
16664,full_complement,7.995438,0.999123,0.99956,0.99907,0.999412,1.0,0.999291,0.998982,1.0,A/swine/Ohio/10SW139/2010,A/swine/Ohio/10SW130/2010,1.0,1
16665,full_complement,7.997238,0.999123,1.0,1.0,0.998824,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW134/2010,A/swine/Ohio/10SW130/2010,1.0,1
16666,full_complement,7.997238,0.999123,1.0,1.0,0.998824,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW122/2010,A/swine/Ohio/10SW130/2010,1.0,1
16667,full_complement,7.996798,0.999123,0.99956,1.0,0.998824,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW126/2010,A/swine/Ohio/10SW130/2010,1.0,1
16668,full_complement,7.997826000000001,0.999123,1.0,1.0,0.999412,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW137/2010,A/swine/Ohio/10SW130/2010,1.0,1
16669,full_complement,7.996343,0.999123,1.0,0.999535,0.999412,1.0,0.999291,0.998982,1.0,A/swine/Ohio/10SW125/2010,A/swine/Ohio/10SW130/2010,1.0,1
16670,full_complement,7.996529,0.999123,1.0,1.0,0.998824,1.0,0.998582,1.0,1.0,A/swine/Ohio/10SW133/2010,A/swine/Ohio/10SW130/2010,1.0,1
16671,full_complement,7.99613,0.999123,0.99956,1.0,0.998824,0.999332,0.999291,1.0,1.0,A/swine/Ohio/10SW135/2010,A/swine/Ohio/10SW130/2010,1.0,1
16672,full_complement,7.9963679999999995,0.999123,0.99956,1.0,0.999412,1.0,0.999291,0.998982,1.0,A/swine/Ohio/10SW131/2010,A/swine/Ohio/10SW130/2010,1.0,1
16673,full_complement,7.9969470000000005,0.998684,0.99956,1.0,0.999412,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW132/2010,A/swine/Ohio/10SW130/2010,1.0,1
16674,full_complement,7.996946,0.999123,0.99912,1.0,0.999412,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW128/2010,A/swine/Ohio/10SW130/2010,1.0,1
16675,full_complement,7.996798,0.999123,0.99956,1.0,0.998824,1.0,0.999291,1.0,1.0,A/swine/Ohio/10SW127/2010,A/swine/Ohio/10SW130/2010,1.0,1
16676,full_complement,7.977912,0.998705,0.997841,0.99683,0.997143,0.998052,0.993649,0.998004,0.997688,A/swine/Arkansas/02404/2008,A/swine/Oklahoma/02083/2008,1.0,1
16677,full_complement,7.950343,0.99266,0.994387,0.996329,0.994857,0.994805,0.990071,0.993014,0.99422,A/swine/Minnesota/02852/2009,A/swine/Oklahoma/02083/2008,1.0,1
16678,full_complement,7.9077850000000005,0.991364,0.981337,0.994112,0.984,0.993506,0.980142,0.988024,0.9953,A/swine/Minnesota/SG1133/2008,A/swine/Oklahoma/02083/2008,1.0,1
16679,full_complement,7.970104000000001,0.997409,0.996114,0.994565,0.996,0.996104,0.9950600000000001,0.996008,0.998844,A/swine/Oklahoma/02722/2009,A/swine/Oklahoma/02083/2008,1.0,1
16680,full_complement,7.992418999999999,0.999568,0.999136,0.999541,1.0,0.998701,0.996471,0.999002,1.0,A/swine/Oklahoma/02107/2008,A/swine/Oklahoma/02083/2008,1.0,1
16681,full_complement,7.991133,0.998692,1.0,0.998621,0.998847,0.99803,0.999296,1.0,0.997647,A/Wisconsin/629-D01330/2009,A/Wisconsin/629-D01802/2009,1.0,1
16682,full_complement,7.99794,0.999564,1.0,0.99908,1.0,1.0,0.999296,1.0,1.0,A/Wisconsin/629-D01080/2009,A/Wisconsin/629-D01802/2009,1.0,1
16683,full_complement,7.998212,1.0,0.999132,0.99908,1.0,1.0,1.0,1.0,1.0,A/Wisconsin/629-D00193/2009,A/Wisconsin/629-D01802/2009,1.0,1
16684,full_complement,7.9946150000000005,0.999564,0.999132,0.99908,0.999423,1.0,0.998592,1.0,0.998824,A/Wisconsin/629-D00099/2009,A/Wisconsin/629-D01802/2009,1.0,1
16685,full_complement,7.9930200000000005,1.0,0.999131,0.99954,0.999423,0.998687,0.998592,1.0,0.997647,A/Ontario/296008/2009,A/Wisconsin/629-D01802/2009,1.0,1
16686,full_complement,7.997323,0.999563,0.999563,1.0,0.998853,0.999344,1.0,1.0,1.0,A/chicken/Iowa/14322-6/2015,A/chicken/Iowa/13542-2/2015,1.0,1
16687,full_complement,7.998279999999999,1.0,1.0,1.0,0.99828,1.0,1.0,1.0,1.0,A/turkey/Iowa/14318-1/2015,A/chicken/Iowa/13542-2/2015,1.0,1
16688,full_complement,7.998334,1.0,0.999563,1.0,0.999427,0.999344,1.0,1.0,1.0,A/chicken/Iowa/21981/2015,A/chicken/Iowa/13542-2/2015,1.0,1
16689,full_complement,7.995057,0.999563,0.997817,1.0,0.998853,1.0,1.0,1.0,0.998824,A/chicken/Iowa/14399-4/2015,A/chicken/Iowa/13542-2/2015,1.0,1
16690,full_complement,7.99899,0.999563,1.0,1.0,0.999427,1.0,1.0,1.0,1.0,A/turkey/Iowa/14319-1/2015,A/chicken/Iowa/13542-2/2015,1.0,1
16691,full_complement,7.688815,0.927029,0.939983,0.97192,0.952874,0.970091,0.960976,0.978659,0.987283,A/ruddy turnstone/Delaware Bay/250/1998,A/mallard/Alberta/193/1994,1.0,1
16692,full_complement,7.997694,1.0,0.999565,0.999539,1.0,1.0,0.99859,1.0,1.0,A/New York/2175/2010,A/New York/0357/2009,1.0,1
16693,full_complement,7.992324999999999,0.999567,0.999568,0.999093,0.999427,0.998698,0.999301,0.998999,0.997672,A/California/VRDL222/2009,A/California/VRDL152/2009,1.0,1
16694,full_complement,7.997944,0.999126,1.0,1.0,1.0,1.0,1.0,1.0,0.998818,A/Boston/122/2009,A/New York/3551/2009,1.0,1
16695,full_complement,7.998231,1.0,1.0,0.999552,1.0,0.999361,0.999318,1.0,1.0,A/swine/Indiana/13TOSU5248/2013,A/swine/Indiana/13TOSU1142/2013,1.0,1
16696,full_complement,7.9476320000000005,0.991667,0.996482,0.994886,0.9902299999999999,0.995992,0.989384,0.995927,0.993064,A/equine/Xuzhou/01/2013,A/camel/Mongolia/335/2012,1.0,1
16697,full_complement,7.986137,0.997814,0.996922,0.997675,0.998276,0.999351,0.999292,0.997963,0.998844,A/equine/Heilongjiang/SS1/2013,A/camel/Mongolia/335/2012,1.0,1
16698,full_complement,7.99803,1.0,1.0,1.0,0.999422,1.0,0.998608,1.0,1.0,A/Boston/DOA29/2011,A/Boston/DOA17/2011,0.5,1
16699,full_complement,7.997723000000001,0.999124,1.0,1.0,1.0,1.0,0.998599,1.0,1.0,A/Oregon/UR06-0230/2007,A/Oregon/UR06-0179/2007,1.0,1
16700,full_complement,7.994330999999999,0.998248,0.999565,1.0,0.99942,1.0,0.999299,0.998982,0.998817,A/Oregon/UR06-0231/2007,A/Oregon/UR06-0179/2007,1.0,1
16701,full_complement,7.987339,0.99781,0.997386,1.0,0.997678,0.998684,0.995781,1.0,1.0,A/Florida/UR06-0209/2007,A/Oregon/UR06-0179/2007,1.0,1
16702,full_complement,7.985854,0.998248,0.999565,1.0,1.0,0.999344,0.995798,1.0,0.992899,A/Oregon/UR06-0219/2007,A/Oregon/UR06-0179/2007,1.0,1
16703,full_complement,7.7245989999999995,0.937719,0.937555,0.925616,0.991182,0.9666,0.99078,0.991853,0.983294,A/swine/Iowa/A01049894/2011,A/swine/Minnesota/A01049101/2010,1.0,1
16704,full_complement,7.775777,0.9622809999999999,0.965699,0.964203,0.99177,0.931864,0.99078,0.991853,0.9773270000000001,A/swine/Illinois/A01049469/2011,A/swine/Minnesota/A01049101/2010,1.0,1
16705,full_complement,7.739307,0.965323,0.97323,0.967742,0.979954,0.946753,0.928369,0.986028,0.991908,A/mallard/Maryland/13OS3036/2014,A/mallard/California/3134/2010,1.0,1
16706,full_complement,7.781577,0.959688,0.955527,0.973194,0.978809,0.987013,0.979433,0.975659,0.972254,A/northern shoveler/Illinois/12OS5138/2012,A/mallard/California/3134/2010,1.0,1
16707,full_complement,7.724582,0.944737,0.963549,0.954905,0.976233,0.94656,0.981638,0.979633,0.9773270000000001,A/wild bird/Jiangxi/34503/2013,A/wild goose/Dongting/PC0360/2012,1.0,1
16708,reassortant,7.763302,0.946053,0.963549,,0.977421,0.945892,0.982345,0.984725,0.97494,A/wild bird/Jiangxi/35982/2013,A/wild goose/Dongting/PC0360/2012,0.5,1
16709,reassortant,7.811625,0.986404,0.990777,0.965597,,,0.990113,0.958248,,A/duck/Jiangxi/27314/2012,A/wild goose/Dongting/PC0360/2012,0.5,2
16710,reassortant,7.727092,0.938634,0.9713309999999999,0.95251,,0.949677,0.97018,0.978044,0.974157,A/ruddy turnstone/Iceland/1946/2012,A/wild goose/Dongting/PC0360/2012,0.5,2
16711,full_complement,7.726478000000001,0.944298,0.964427,0.953975,0.976233,0.945892,0.981638,0.982688,0.9773270000000001,A/wild bird/Jiangxi/34458/2013,A/wild goose/Dongting/PC0360/2012,1.0,1
16712,reassortant,7.988616,0.999133,,0.997736,0.999425,0.998694,,,,A/blue-winged teal/New Brunswick/00595/2010,A/green-winged teal/New Brunswick/00335/2010,0.5,1
16713,reassortant,7.988616,0.999133,,0.997736,0.999425,0.998694,,,,A/blue-winged teal/New Brunswick/00598/2010,A/green-winged teal/New Brunswick/00335/2010,0.5,1
16714,reassortant,7.984586999999999,,,0.997736,0.999425,0.998694,,,,A/blue-winged teal/New Brunswick/00597/2010,A/green-winged teal/New Brunswick/00335/2010,0.5,1
16715,full_complement,7.717283,0.993065,0.983161,0.951993,0.855172,0.984977,0.972612,0.978615,0.997688,A/blue-winged teal/Nova Scotia/01002/2010,A/green-winged teal/New Brunswick/00335/2010,1.0,1
16716,full_complement,7.965047,0.998266,0.996114,0.981431,0.997681,0.998694,0.997169,0.998004,0.997688,A/mallard/Nova Scotia/01016/2010,A/green-winged teal/New Brunswick/00335/2010,1.0,1
16717,reassortant,7.9874670000000005,0.999133,,0.997736,0.998276,0.998694,,,,A/mallard/New Brunswick/00593/2010,A/green-winged teal/New Brunswick/00335/2010,0.5,1
16718,full_complement,7.996226999999999,1.0,0.999567,1.0,0.998849,1.0,1.0,0.998993,0.998818,A/Nicaragua/6228_04/2013,A/Nicaragua/3026_01_TR1/2013,1.0,1
16719,full_complement,7.993385000000001,0.998268,0.999567,1.0,0.998273,1.0,0.999291,0.997986,1.0,A/Nicaragua/7699_01/2013,A/Nicaragua/3026_01_TR1/2013,1.0,1
16720,full_complement,7.995663,1.0,0.998698,1.0,1.0,1.0,0.999291,1.0,0.997674,A/Houston/JMM_82/2012,A/Texas/JMM_47/2012,1.0,1
16721,full_complement,7.996244,1.0,0.99912,1.0,0.998812,1.0,0.999286,0.999026,1.0,A/black-billed magpie/Guangxi/31/2005,A/black-billed magpie/Guangxi/29/2005,1.0,1
16722,full_complement,7.9867230000000005,0.997807,0.997361,0.99814,0.999406,0.999332,0.998572,0.996105,1.0,A/quail/Guangxi/B1/2006,A/black-billed magpie/Guangxi/29/2005,1.0,1
16723,full_complement,7.962646000000001,0.974561,0.997361,0.997675,0.998217,1.0,1.0,0.997079,0.997753,A/bird/Guangxi/H1/2006,A/black-billed magpie/Guangxi/29/2005,1.0,1
16724,full_complement,7.998098,1.0,1.0,1.0,0.998812,1.0,0.999286,1.0,1.0,A/black-billed magpie/Guangxi/30/2005,A/black-billed magpie/Guangxi/29/2005,1.0,1
16725,full_complement,7.987787,0.999568,0.998274,0.999088,0.998858,0.998702,0.998603,0.997006,0.997688,A/Helsinki/473M/2014,A/Helsinki/303N/2014,1.0,1
16726,full_complement,7.988177,0.999568,0.999137,0.999088,0.998858,1.0,0.999302,0.998004,0.99422,A/Helsinki/454M/2014,A/Helsinki/303N/2014,1.0,1
16727,full_complement,7.997728,1.0,0.999568,1.0,0.998858,1.0,0.999302,1.0,1.0,A/Helsinki/431M/2014,A/Helsinki/303N/2014,1.0,1
16728,full_complement,7.992356,0.999136,0.999568,0.999544,0.998858,0.997404,1.0,0.999002,0.998844,A/Helsinki/861N/2014,A/Helsinki/303N/2014,1.0,1
16729,full_complement,7.987626,0.997409,0.999568,0.998631,0.999429,0.998053,1.0,0.998004,0.996532,A/Helsinki/769M/2014,A/Helsinki/303N/2014,1.0,1
16730,reassortant,7.797149000000001,,,,0.973005,,0.957372,,0.971798,A/mallard/MN/269/1999,A/mallard/Ohio/83/1986,0.5,2
16731,full_complement,7.712261000000001,0.938882,0.96314,0.982085,0.97695,0.945455,0.988028,0.972056,0.945665,A/American green-winged teal/California/44242-906/2007,A/environment/Maryland/06OS268/2006,1.0,1
16732,full_complement,7.992686,0.999123,0.998241,1.0,0.999412,0.997328,0.998582,1.0,1.0,A/England/467/2003,A/England/475/2003,1.0,1
16733,full_complement,7.956299,0.99697,0.97923,0.993157,0.996534,0.996747,0.995825,0.998999,0.998837,A/Malaysia/10081/1996,A/Geneva/3958/1996,1.0,1
16734,full_complement,7.962102,0.997403,0.995673,0.993157,0.994223,0.994144,0.995825,0.993994,0.997683,A/Lyon/1781/1996,A/Geneva/3958/1996,1.0,1
16735,full_complement,7.992067,0.999128,0.998263,0.99908,0.99827,0.99803,0.999296,1.0,1.0,A/Sydney/DD3-45/2010,A/North Fitzroy/INS465/2010,1.0,1
16736,full_complement,7.981330000000001,0.997368,0.997801,0.995862,0.998236,0.998664,0.996454,0.996945,1.0,A/Tula/CRIE-SIA/2011,A/North Fitzroy/INS465/2010,1.0,1
16737,full_complement,7.727186999999999,0.976128,0.932373,0.957573,0.95612,0.988251,0.969993,0.981837,0.964912,A/blue-winged teal/Wisconsin/3060/2009,A/environment/Ohio/1001/2005,1.0,1
16738,full_complement,7.693451,0.967448,0.933682,0.9698910000000001,0.973395,0.988251,0.898743,0.973737,0.988304,A/mallard/Quebec/11040/2006,A/environment/Ohio/1001/2005,1.0,1
