Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Bird Behavior	Age	Health	
St. Jude Children's Research Hospital	08/09/1978	Canada	Alberta	Anas acuta	Pintail	H6N2	Positive	A	A/pintail duck/ALB/133/1978(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/25/1979	Canada	Alberta	Anas acuta	Pintail	H6N4	Positive	A	A/pintail duck/ALB/1343/1979(H6N4)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/25/1979	Canada	Alberta	Anas acuta	Pintail	H6N2	Positive	A	A/pintail duck/ALB/1360/1979(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/31/1977	Canada	Alberta	Anas acuta	Pintail	H4N6	Positive	A	A/pintail duck/ALB/159/1977(H4N6)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	08/05/1980	Canada	Alberta	Anas acuta	Pintail	H3N8	Positive	A	A/pintail duck/ALB/169/1980(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/10/1982	Canada	Alberta	Anas acuta	Pintail	H6N6	Positive	A	A/pintail duck/ALB/189/1982(H6N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	09/04/1977	Canada	Alberta	Anas acuta	Pintail	H1N1	Positive	A	A/pintail duck/ALB/219/1977(H1N1)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	09/02/1977	Canada	Alberta	Anas acuta	Pintail	H4N8	Positive	A	A/pintail duck/ALB/220/1977(H4N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/09/1979	Canada	Alberta	Anas acuta	Pintail	H1N1	Positive	A	A/pintail duck/ALB/238/1979(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	09/03/1977	Canada	Alberta	Anas acuta	Pintail	H10N7	Positive	A	A/pintail duck/ALB/303/1977(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/06/1983	Canada	Alberta	Anas acuta	Pintail	H12N5	Positive	A	A/pintail duck/ALB/306/1983(H12N5)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/10/1978	Canada	Alberta	Anas acuta	Pintail	H6N2	Positive	A	A/pintail duck/ALB/367/1978(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/10/1979	Canada	Alberta	Anas acuta	Pintail	H3N6	Positive	A	A/pintail duck/ALB/462/1979(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	07/31/1984	Canada	Alberta	Anas acuta	Pintail	H10N6	Positive	A	A/pintail duck/ALB/584/1984(H10N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/11/1979	Canada	Alberta	Anas acuta	Pintail	H4N2	Positive	A	A/pintail duck/ALB/599/1979(H4N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/27/1985	Canada	Alberta	Anas acuta	Pintail	H4N6	Positive	A	A/pintail duck/ALB/623/1985(H4N6)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	08/13/1979	Canada	Alberta	Anas acuta	Pintail	H3N2	Positive	A	A/pintail duck/ALB/627/1979(H3N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/13/1979	Canada	Alberta	Anas acuta	Pintail	H6N8	Positive	A	A/pintail duck/ALB/628/1979(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/19/1981	Canada	Alberta	Anas acuta	Pintail	H1N5	Positive	A	A/pintail duck/ALB/631/1981(H1N5)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/26/1978	Canada	Alberta	Anas acuta	Pintail	H6N2	Positive	A	A/pintail duck/ALB/647/1978(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/13/1976	Canada	Alberta	Anas acuta	Pintail	H3N2	Positive	A	A/pintail duck/ALB/86/1976(H3N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/22/1979	Canada	Alberta	Anas acuta	Pintail	H8N4	Positive	A	A/pintail duck/Alberta/114/1979(H8N4)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/19/1993	Canada	Alberta	Anas acuta	Pintail	H10N7	Positive	A	A/pintail/Alberta/129/1993(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/22/1993	Canada	Alberta	Anas acuta	Pintail	H6N1	Positive	A	A/pintail/ALB/179/1993(H6N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	09/03/1977	Canada	Alberta	Anas acuta	Pintail	H2N9	Positive	A	A/pintail/Alberta/293/1977(H2N9)	fluquery@yahoo.com	Unknown	Adult	Healthy	
St. Jude Children's Research Hospital	08/13/1985	Canada	Alberta	Aythya americana	Redhead	H4N6	Positive	A	A/redhead duck/ALB/116/1985(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/07/1983	Canada	Alberta	Aythya americana	Redhead	H11N9	Positive	A	A/redhead duck/Alberta/357/1983(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/08/1977	Canada	Alberta	Aythya americana	Redhead	H4N6	Positive	A	A/redhead duck/ALB/74/1977(H4N6)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	08/11/1984	Canada	Alberta	Aythya americana	Redhead	H10N7	Positive	A	A/redhead duck/ALB/767/1984(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/13/1985	Canada	Alberta	Anas clypeata	Shoveler	H6N2	Positive	A	A/shoveler/ALB/114/1985(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/12/1986	USA	New Jersey	Larus atricilla	Laughing Gull	H2N7	Positive	A	A/laughing gull/New Jersey/798/1986(H2N7)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Larus atricilla	Laughing Gull	H16N3	Positive	A	A/laughing gull/Delaware Bay/2623/1987(H16N3)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	05/19/1987	USA	Delaware	Larus atricilla	Laughing Gull	H9N5	Positive	A	A/laughing gull/Delaware Bay/2718/1987(H9N5)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	05/19/1987	USA	Delaware	Larus atricilla	Laughing Gull	H13N2	Positive	A	A/laughing gull/Delaware Bay/2838/1987(H13N2)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	05/19/1987	USA	Delaware	Larus atricilla	Laughing Gull	H16N3	Positive	A	A/laughing gull/Delaware Bay/2839/1987(H16N3)	fluquery@yahoo.com	Wild	Adult	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/158/1994(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/161/1994(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H6N2	Positive	A	A/ruddy turnstone/Delaware Bay/162/1994(H6N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/167/1994(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/168/1994(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N2	Positive	A	A/ruddy turnstone/Delaware Bay/170/1994(H3N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H1N4	Positive	A	A/ruddy turnstone/Delaware Bay/172/1994(H1N4)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/174/1994(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/176/1994(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/180/1994(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H1N2	Positive	A	A/ruddy turnstone/Delaware Bay/181/1994(H1N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/184/1994(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed,mixed(Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/185/1994(mixed)(Mixed),A/ruddy turnstone/Delaware Bay/185/1994(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/189/1994(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N3	Positive	A	A/ruddy turnstone/Delaware Bay/203/1994(H3N3)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/23/1994	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/209/1994(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N2	Positive	A	A/ruddy turnstone/Delaware Bay/112/1995(H11N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/119/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/120/1995(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/155/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/167/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/175/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/197/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	N9	Positive	A	A/ruddy turnstone/Delaware Bay/210/1995(N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/213/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H7N9	Positive	A	A/ruddy turnstone/Delaware Bay/220/1995(H7N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/229/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N2	Positive	A	A/ruddy turnstone/Delaware Bay/237/1995(H11N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/253/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/260/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/261/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/264/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/271/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/278/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/279/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/1995	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/280/1995(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1996	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/116/1996(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1996	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H7N3	Positive	A	A/ruddy turnstone/Delaware Bay/135/1996(H7N3)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1996	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/201/1996(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1996	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H6N2	Positive	A	A/ruddy turnstone/Delaware Bay/203/1996(H6N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1996	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/213/1996(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1996	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/215/1996(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/18/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H6N8	Positive	A	A/ruddy turnstone/Delaware Bay/46/1998(H6N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/18/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H6N8	Positive	A	A/ruddy turnstone/Delaware Bay/69/1998(H6N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/18/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H6N8	Positive	A	A/ruddy turnstone/Delaware Bay/113/1998(H6N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/18/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/125/1998(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/18/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H6N8	Positive	A	A/ruddy turnstone/Delaware Bay/127/1998(H6N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/18/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H2N8	Positive	A	A/ruddy turnstone/Delaware Bay/142/1998(H2N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/19/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/250/1998(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/19/1998	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/267/1998(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N2	Positive	A	A/ruddy turnstone/Delaware Bay/132/1999(H11N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N2	Positive	A	A/ruddy turnstone/Delaware Bay/136/1999(H3N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N2	Positive	A	A/ruddy turnstone/Delaware Bay/142/1999(H3N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/144/1999(Mixed),A/ruddy turnstone/Delaware Bay/144/1999(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H3N8	Positive	A	A/ruddy turnstone/Delaware Bay/244/1999(H3N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H11N2	Positive	A	A/ruddy turnstone/Delaware Bay/259/1999(H11N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/24/1999	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H9N7	Positive	A	A/ruddy turnstone/Delaware Bay/261/1999(H9N7)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/17/2001	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H10N7	Positive	A	A/ruddy turnstone/Delaware Bay/31/2001(H10N7)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/2002	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H1N9	Positive	A	A/ruddy turnstone/Delaware Bay/93/2002(H1N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/2002	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H1N9	Positive	A	A/ruddy turnstone/Delaware Bay/94/2002(H1N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/2002	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	H1N9	Positive	A	A/ruddy turnstone/Delaware Bay/96/2002(H1N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/21/2002	USA	New Jersey	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/99/2002(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	09/01/1977	Canada	Alberta	Anas strepera	Gadwall	H7N3	Positive	A	A/gadwall duck/ALB/291/1977(H7N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/09/1977	Canada	Alberta	Anas strepera	Gadwall	H4N6	Positive	A	A/gadwall duck/ALB/53/1977(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	08/13/1982	Canada	Alberta	Anas penelope	Eurasian Wigeon	H6N6	Positive	A	A/widgeon/ALB/256/1982(H6N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	09/01/1977	Canada	Alberta	Anas penelope	Eurasian Wigeon	H7N3	Positive	A	A/widgeon/Alberta/284/1977(H7N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/12/1986	USA	New Jersey	Larus argentatus	Herring Gull	H16N3	Positive	A	A/herring gull/New Jersey/780/1986(H16N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Larus argentatus	Herring Gull	H11N1	Positive	A	A/herring gull/Delaware Bay/2610/1987(H11N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Larus argentatus	Herring Gull	H16N3	Positive	A	A/herring gull/Delaware Bay/2617/1987(H16N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/16/1988	USA	New Jersey	Larus argentatus	Herring Gull	Mixed	Positive	A	A/herring gull/Delaware Bay/687/1988(mixed)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/16/1988	USA	New Jersey	Larus argentatus	Herring Gull	H16N3	Positive	A	A/herring gull/Delaware Bay/712/1988(H16N3)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/23/1989	USA	New Jersey	Larus argentatus	Herring Gull	H6N3	Positive	A	A/herring gull/New Jersey/413/1989(H6N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/26/1990	USA	New Jersey	Larus argentatus	Herring Gull	H3N6	Positive	A	A/herring gull/New Jersey/159/1990(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
St. Jude Children's Research Hospital	05/22/1994	USA	New Jersey	Larus argentatus	Herring Gull	H6N8	Positive	A	A/herring gull/Delaware Bay/77/1994(H6N8)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1995	USA	New Jersey	Larus argentatus	Herring Gull	H11N2	Positive	A	A/herring gull/Delaware Bay/106/1995(H11N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H11N1	Positive	A	A/ruddy turnstone/Delaware Bay/2589/1987(H11N1)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H11N2	Positive	A	A/ruddy turnstone/Delaware Bay/2762/1987(H11N2)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H10N7	Positive	A	A/ruddy turnstone/Delaware Bay/2763/1987(H10N7)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H10N7	Positive	A	A/ruddy turnstone/Delaware Bay/2764/1987(H10N7)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/20/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H9N5	Positive	A	A/ruddy turnstone/Delaware Bay/2774/1987(H9N5)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/19/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H9N5	Positive	A	A/ruddy turnstone/Delaware Bay/2795/1987(H9N5)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/19/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	Mixed	Positive	A	A/ruddy turnstone/Delaware Bay/2813/1987(Mixed) 	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/19/1987	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H9N5	Positive	A	A/ruddy turnstone/Delaware Bay/2830/1987(H9N5)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1988	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H11N9	Positive	A	A/ruddy turnstone/Delaware Bay/513/1988(H11N9)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
St. Jude Children's Research Hospital	05/15/1988	USA	Delaware	Arenaria interpres	Ruddy Turnstone	H2N1	Positive	A	A/ruddy turnstone/Delaware/519/1988(H2N1)	fluquery@yahoo.com	Wild	Undetermined	Healthy	
