Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Age	Health	Behavior	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW195/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW196/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW197/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW200/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW201/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW202/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW203/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW204/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW205/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW206/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW207/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW209/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW210/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW211/2011(H3N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW212/2011(Mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW213/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW215/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW216/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW217/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW218/2011(mixed)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW220/2011(H1N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW221/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW224/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW225/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW226/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW227/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW228/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW229/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW231/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW232/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW234/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW235/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW236/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW237/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW239/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW240/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	09/30/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW347/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW87/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW93/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW94/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW95/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW96/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW97/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW98/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2012	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/12TOSU363/2012(H3N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2012	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/12TOSU370/2012(H3N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Universidad de Antioquia Medical and Veterinary Schools in Medellin, Colombia (UW)	06/16/2011	Colombia	Meta	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Colombia/1/2011(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
Universidad de Antioquia Medical and Veterinary Schools in Medellin, Colombia (UW)	07/28/2011	Colombia	Meta	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Colombia/4/2011(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
Universidad de Antioquia Medical and Veterinary Schools in Medellin, Colombia (UW)	07/28/2011	Colombia	Meta	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Colombia/3/2011(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
Universidad de Antioquia Medical and Veterinary Schools in Medellin, Colombia (UW)	06/16/2011	Colombia	Meta	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Colombia/2/2011(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of Minnesota	01/20/2010	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/02946/2010(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/20/2010	Canada	Manitoba	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Manitoba/02947/2010(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	12/01/2011	Canada	Saskatchewan	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Saskatchewan/SD0001/2011(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/16/2010	Mexico	Unknown	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Mexico/3146/2010(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	11/29/2010	Mexico	Unknown	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Mexico/SG1442/2010(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	12/02/2010	Mexico	Unknown	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Mexico/SG1443/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/21/2011	Mexico	Unknown	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Mexico/SG1444/2011(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/21/2011	Mexico	Unknown	Sus scrofa	Wild Boar	N1	Positive	A	A/swine/Mexico/SG1445/2011(N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/21/2011	Mexico	Unknown	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Mexico/SG1447/2011(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/21/2011	Mexico	Unknown	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Mexico/SG1448/2011(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/21/2011	Mexico	Unknown	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Mexico/SG1449/2011(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/09/2011	Mexico	Unknown	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Mexico/SG1450/2011(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/01/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1	Positive	A	A/swine/North Carolina/SG1363/2010(H1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/24/2010	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1364/2010(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/29/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1365/2010(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/23/2010	USA	Indiana	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Indiana/SG1367/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/03/2010	USA	Iowa	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Iowa/SG1368/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/23/2010	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/SG1370/2010(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	11/19/2010	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1371/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/24/2010	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/3128/2010(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/12/2010	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/02976/2010(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/04/2010	USA	Iowa	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Iowa/03032/2010(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/17/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1375/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/26/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1376/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/29/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1377/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/16/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1378/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/13/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1379/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/06/2011	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/SG1380/2011(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/01/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1381/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/14/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1382/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/01/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1383/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	07/13/2011	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/SG1384/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/07/2011	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/03289/2011(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/04/2011	USA	Virginia	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Virginia/SG1386/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/30/2011	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1387/2011(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/25/2011	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1388/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/18/2011	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1389/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/02/2011	USA	North Carolina	Sus scrofa	Wild Boar	N1	Positive	A	A/swine/North Carolina/SG1390/2011(N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	08/31/2011	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1392/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/13/2011	USA	North Carolina	Sus scrofa	Wild Boar	unknown	Positive	A	A/swine/North Carolina/SG1393/2011(unknown)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/28/2011	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1394/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/06/2011	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/SG1395/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/26/2011	USA	Illinois	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Illinois/SG1398/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/24/2011	USA	Iowa	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Iowa/03734/2011(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/31/2011	USA	Indiana	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Indiana/04254/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/05/2011	USA	Iowa	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Iowa/SG1401/2011(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/06/2011	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/SG1402/2011(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/27/2011	USA	Missouri	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/SG1403/2011(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/31/2011	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1404/2011(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/25/2005	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/00446/2005(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	05/19/2005	Canada	British Columbia	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/British Columbia/00633/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/14/2005	Canada	Quebec	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Quebec/00686/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/07/2005	Canada	Alberta	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Alberta/SG1405/2005(H3N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	10/10/2005	Canada	Alberta	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Alberta/00805/2005(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	02/23/2006	Canada	Quebec	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Quebec/01000/2006(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	02/23/2006	Canada	Quebec	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Quebec/01001/2006(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	02/23/2006	Canada	Quebec	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Quebec/01002/2006(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	02/23/2006	Canada	Quebec	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Quebec/01003/2006(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	03/13/2006	Canada	Alberta	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Alberta/SG1415/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/12/2006	Canada	Manitoba	Sus scrofa	Wild Boar	unknown	Positive	A	A/swine/Manitoba/01093/2006(unknown)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/01/2006	Canada	Saskatchewan	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Saskatchewan/01114/2006(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/29/2006	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/01179/2006(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/20/2007	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/01642/2007(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/20/2007	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/01643/2007(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/23/2007	Canada	Manitoba	Sus scrofa	Wild Boar	N2	Positive	A	A/swine/Manitoba/01729/2007(N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/02/2007	Canada	Manitoba	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Manitoba/01781/2007(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/03/2007	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/01782/2007(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	10/16/2007	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/01799/2007(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/08/2008	Canada	Saskatchewan	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Saskatchewan/01974/2008(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	05/13/2008	Canada	Manitoba	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Manitoba/02185/2008(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/30/2008	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/02182/2008(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/17/2008	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/SG1431/2008(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/17/2008	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/SG1432/2008(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/17/2009	Canada	Manitoba	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Manitoba/SG1433/2009(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	07/01/2009	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/02862/2009(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/24/2009	Canada	Saskatchewan	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Saskatchewan/02903/2009(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/21/2007	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/01657/2007(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	03/08/2007	USA	Texas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Texas/01492/2007(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/23/2007	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/01741/2007(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/16/2007	USA	Kentucky	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Kentucky/SG1277/2007(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/20/2007	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1278/2007(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	10/23/2007	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1279/2007(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	02/01/2007	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1281/2007(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/25/2007	USA	North Carolina	Sus scrofa	Wild Boar	Mixed	Positive	A	A/swine/North Carolina/SG1282/2007(mixed)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/27/2007	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/01930/2007(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/17/2007	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/01721/2007(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
